level,taxa,n_species,n_host_record
genus,Infraphulia,3,0
genus,Infurcitinea,72,1
genus,Inguromorpha,3,0
genus,Inope,3,0
genus,Inopsis,6,0
genus,Inouela,1,0
genus,Inous,1,0
genus,Insalebria,1,0
genus,Insolentipalpus,3,0
genus,Intercapperia,1,0
genus,Interjectio,4,0
genus,Inurois,12,6
genus,Ioditis,1,0
genus,Iolana,22,2
genus,Iolaphilus,22,0
genus,Iolaus,47,8
genus,Ionolyce,7,0
genus,Iontha,1,0
genus,Iophanus,1,0
genus,Iotaphora,2,0
genus,Ipanephis,1,0
genus,Ipanica,1,0
genus,Ipermarca,1,0
genus,Iphimachaera,1,0
genus,Ipidecla,3,1
genus,Ipnista,2,0
genus,Ippa,2,0
genus,Iraga,1,0
genus,Iragaodes,1,0
genus,Iragoides,8,1
genus,Irakia,1,0
genus,Iranada,7,0
genus,Iranarpia,2,0
genus,Iraota,21,2
genus,Iratsume,2,1
genus,Irenidora,1,0
genus,Iressa,2,0
genus,Irianassa,5,0
genus,Iriania,6,0
genus,Iridana,18,2
genus,Iridoplecta,3,0
genus,Iridopsis,90,2
genus,Iridopsis_auctorum,1,0
genus,Iridostoma,3,1
genus,Irigilla,3,0
genus,Irinympha,1,0
genus,Iriothyrsa,1,0
genus,Iropoca,1,0
genus,Irostola,1,0
genus,Isadelphina,9,0
genus,Isana,5,0
genus,Iscadia,20,1
genus,Iscalina,3,2
genus,Ischalis,4,4
genus,Ischnangela,1,1
genus,Ischnarctia,2,0
genus,Ischnobathra,2,0
genus,Ischnocampa,28,0
genus,Ischnocanaba,1,0
genus,Ischnocraspedus,1,0
genus,Ischnodoris,2,0
genus,Ischnognatha,2,0
genus,Ischnophanes,5,0
genus,Ischnophenax,1,0
genus,Ischnophylla,1,0
genus,Ischnopsis,1,0
genus,Ischnopteris,38,0
genus,Ischnopteris_auctorum,5,0
genus,Ischnoscia,2,0
genus,Ischnoscopa,2,0
genus,Ischnurges,14,1
genus,Ischnuridia,1,0
genus,Ischnusia,1,0
genus,Ischyja,13,1
genus,Isembola,1,0
genus,Isidiella,3,1
genus,Isma,23,1
genus,Ismene,1,0
genus,Isocentris,2,0
genus,Isoceras,5,0
genus,Isochaetes,6,1
genus,Isochasta,1,0
genus,Isochorista,10,1
genus,Isochromodes,62,0
genus,Isochromodes_auctorum,1,0
genus,Isocorypha,3,0
genus,Isocossus,7,0
genus,Isocrambia,4,0
genus,Isocylindra,1,0
genus,Isodemis,4,1
genus,Isodiscodes,4,0
genus,Isognathus,17,4
genus,Isogona,151,0
genus,Isoloba,2,0
genus,Isolopha,1,0
genus,Isoparce,2,1
genus,Isophrictis,29,5
genus,Isoplenia,1,0
genus,Isoplenodia,1,0
genus,Isopsestis,1,0
genus,Isorrhoa,10,0
genus,Isorropus,11,0
genus,Isosauris,1,0
genus,Isospidia,3,1
genus,Isostola,9,0
genus,Isostreptis,1,0
genus,Isoteinon,7,1
genus,Isotenes,24,2
genus,Isotornis,1,0
genus,Isotrias,7,2
genus,Isoura,1,0
genus,Isozinara,1,0
genus,Issikiocrania,1,0
genus,Issikiopteryx,2,0
genus,Istrianis,13,3
genus,Isturgia,53,0
genus,Itaballia,29,0
genus,Itambe,1,0
genus,Itame,5,0
genus,Ithome,11,4
genus,Ithomeis,11,0
genus,Ithomiola,6,0
genus,Ithomisa,4,1
genus,Ithutomus,1,0
genus,Ithysia,1,0
genus,Itmaharela,1,0
genus,Iton,3,0
genus,Itonia,6,0
genus,Itylos,13,0
genus,Iulactis,2,0
genus,Iulops,1,0
genus,Iulota,7,0
genus,Iulotrichia,3,0
genus,Ivanauskiella,1,0
genus,Ivela,1,0
genus,Iwaruna,5,1
genus,Ixala,5,1
genus,Ixias,37,2
genus,Iza,1,0
genus,Jabaina,4,0
genus,Jacksonia,1,0
genus,Jacoona,11,1
genus,Jacutscia,1,0
genus,Jaiba,1,0
genus,Jakuarte,1,0
genus,Jalmenus,12,9
genus,Jamboina,5,0
genus,Jamides,132,13
genus,Jana,32,2
genus,Janiodes,22,0
genus,Jankowskia,6,2
genus,Janomima,5,1
genus,Janseana,2,0
genus,Japonica,1,1
genus,Japonichilo,1,0
genus,Japonicrambus,2,0
genus,Jativa,1,0
genus,Jeana,2,0
genus,Jemadia,11,1
genus,Jera,1,0
genus,Jerapowellia,1,0
genus,Jingia,1,0
genus,Joanna,2,0
genus,Joannisia,8,0
genus,Joaquima,1,0
genus,Jocara,19,2
genus,Jochroa,1,0
genus,Jodis,37,6
genus,Johanssoniella,1,0
genus,Johnlaneia,1,0
genus,Joiceya,1,0
genus,Jordaniana,1,0
genus,Jordanisca,1,0
genus,Jordanita,40,2
genus,Juditha,5,0
genus,Juncaria,2,0
genus,Junonia,195,29
genus,Justinia,12,0
genus,Juxtephria,1,0
genus,Juxtolena,2,0
genus,Kakopoda,1,0
genus,Kakostauropus,1,0
genus,Kalenga,2,0
genus,Kalimantanossus,1,0
genus,Kamptoptera,1,0
genus,Kangerosithyris,1,0
genus,Kanshizeia,7,0
genus,Karacaoglania,1,1
genus,Karachia,1,0
genus,Karschiola,1,0
genus,Karwandania,1,0
genus,Kasyapa,2,0
genus,Katmeteugoa,1,0
genus,Katreus,6,0
genus,Kauaiina,7,0
genus,Kaurava,2,1
genus,Kauria,1,0
genus,Kawabeia,5,0
genus,Kearfottia,1,0
genus,Kedestes,23,7
genus,Keiferia,9,2
genus,Kennelia,2,1
genus,Kentrochrysalis,4,0
genus,Kentroleuca,6,0
genus,Keradere,5,0
genus,Kerala,6,0
genus,Keraunogramma,1,0
genus,Kerbela,1,0
genus,Kermania,1,1
genus,Kerzhnerocossus,1,0
genus,Kessleria,28,12
genus,Khachia,1,0
genus,Khorassania,7,1
genus,Khuzistania,1,0
genus,Kintana,1,0
genus,Kivia,1,0
genus,Kiwaia,32,0
genus,Klimeschia,6,0
genus,Klimeschiola,1,0
genus,Klimeschiopsis,4,0
genus,Klinzigidia,1,0
genus,Kloneus,1,0
genus,Klotsius,1,0
genus,Knysna,1,0
genus,Kobestelia,2,0
genus,Koboldocossus,1,0
genus,Kobrona,17,0
genus,Kodiosoma,2,0
genus,Koremaguia,1,0
genus,Korscheltellus,2,2
genus,Koruthaialos,21,1
genus,Kosemponiola,1,0
genus,Kotchevnik,6,0
genus,Koyaga,1,0
genus,Krananda,10,0
genus,Kretania,1,0
genus,Kricogonia,2,2
genus,Krombia,8,2
genus,Kronaea,1,0
genus,Kubia,1,0
genus,Kuchleria,6,0
genus,Kuja,10,0
genus,Kuldscha,15,0
genus,Kumbhakarna,1,0
genus,Kunugia,58,4
genus,Kunupia,1,0
genus,Kupea,1,0
genus,Kurama,2,1
genus,Kyneria,2,0
genus,Kyrtolitha,5,0
genus,La,4,0
genus,Labanda,22,3
genus,Labdia,163,22
genus,Labidosa,2,0
genus,Labordea,1,0
genus,Lacalma,5,0
genus,Lacaria,7,0
genus,Lacera,7,2
genus,Lachana,1,0
genus,Lacharissa,1,0
genus,Lachnocephala,1,0
genus,Lachnocnema,15,4
genus,Lachnostola,1,0
genus,Lacida,4,0
genus,Laciempista,1,0
genus,Laciniodes,11,0
genus,Lacipa,31,0
genus,Lacipea,1,0
genus,Lacistodes,2,0
genus,Lacistophanes,1,0
genus,Lackrana,2,0
genus,Lacosoma,28,2
genus,Lacydoides,1,0
genus,Laelapia,1,0
genus,Laelaroa,2,0
genus,Laelia,116,0
genus,Laelioproctis,3,0
genus,Laeosopis,9,1
genus,Laetilia,14,6
genus,Lafajana,1,0
genus,Lagynopteryx,1,0
genus,Lakshmia,3,0
genus,Lalanneia,1,0
genus,Lallia,1,0
genus,Lamacha,5,0
genus,Lamachaera,1,0
genus,Lambaesia,1,0
genus,Lambana,6,0
genus,Lambdina,16,4
genus,Lambertiodes,1,0
genus,Lambornia,1,0
genus,Lambula,25,0
genus,Lambulodes,4,0
genus,Lameerea,1,0
genus,Lamida,5,2
genus,Lamontia,1,0
genus,Lamoria,24,4
genus,Lampadopteryx,1,0
genus,Lampides,135,1
genus,Lamponia,3,0
genus,Lamprantaugia,2,0
genus,Lampridia,1,0
genus,Lamprocabera,1,0
genus,Lamprochrysa,1,0
genus,Lamprolepida,1,0
genus,Lamprolopha,1,0
genus,Lamprolophus,4,2
genus,Lampronia,18,4
genus,Lamprophaia,3,1
genus,Lampropteryx,11,2
genus,Lamprosema,233,8
genus,Lamprospilus,6,1
genus,Lamproteucha,1,0
genus,Lamprothripa,2,0
genus,Lamprozela,2,0
genus,Lampruna,2,0
genus,Lamyristis,1,0
genus,Lanacerta,1,0
genus,Lanceopenna,3,0
genus,Lanceoptera,1,0
genus,Lancia,35,0
genus,Laneco,1,0
genus,Langessa,1,0
genus,Langia,3,1
genus,Langsdorfia,27,0
genus,Laniifera,1,0
genus,Laniipriva,1,0
genus,Laninia,1,0
genus,Lanitra,1,0
genus,Lantanophaga,3,0
genus,Laophila,7,0
genus,Laothoe,10,1
genus,Lapara,4,3
genus,Larcophora,1,0
genus,Larentia,32,1
genus,Larentiinae Unnamed Genus 1,3,0
genus,Larentiinae Unplaced Species,9,0
genus,Larentioides,1,0
genus,Larerannis,4,3
genus,Larice,1,0
genus,Laringa,10,0
genus,Larinopoda,17,3
genus,Laris,4,1
genus,Larisa,1,1
genus,Laristania,1,0
genus,Larodryas,1,0
genus,Larophylla,1,0
genus,Lasaia,16,0
genus,Lascelina,1,0
genus,Lascoria,22,2
genus,Lascoridia,1,0
genus,Lasiarchis,2,0
genus,Lasiocampa,29,1
genus,Lasioceros,2,0
genus,Lasiochlora,3,2
genus,Lasiodictis,1,0
genus,Lasioedma,2,0
genus,Lasiogyia,1,0
genus,Lasiolopha,1,1
genus,Lasiomorpha,1,0
genus,Lasiosticha,5,0
genus,Lasiothyris,25,0
genus,Laspeyresinia,1,0
genus,Laspeyria,7,1
genus,Lassaba,18,0
genus,Latagognoma,1,0
genus,Latebraria,2,2
genus,Lathochlora,3,0
genus,Lathronympha,6,2
genus,Lathroteles,1,0
genus,Latibulocrinis,1,0
genus,Latirostrum,2,0
genus,Lativalva,2,0
genus,Latoia,29,4
genus,Latoiola,3,1
genus,Latrologa,1,0
genus,Latypica,7,0
genus,Laugasa,1,0
genus,Laurentia,2,0
genus,Laxita,6,0
genus,Lebadea,17,0
genus,Lebeda,13,3
genus,Lectiles,1,0
genus,Leechia,3,0
genus,Leguminivora,3,2
genus,Leioprora,1,0
genus,Leiorhynx,2,0
genus,Leiostola,1,0
genus,Leistarcha,4,0
genus,Leistera,5,0
genus,Leistogenes,1,0
genus,Lelymena,1,0
genus,Lemaireia,8,1
genus,Lembopteris,1,0
genus,Lemonia,25,1
genus,Lemonias,19,2
genus,Lemuria,1,0
genus,Lemuriana,1,0
genus,Lemuricomes,4,0
genus,Lemuriostroter,6,0
genus,Lemyra,4,0
genus,Lenodora,6,0
genus,Lentagena,6,0
genus,Lento,19,0
genus,Leocyma,7,4
genus,Leodonta,11,0
genus,Leona,13,1
genus,Leonardo,2,0
genus,Leoniloma,1,0
genus,Leontochroma,5,0
genus,Leopoldina,59,0
genus,Leotropa,2,0
genus,Lepella,1,1
genus,Lephana,4,0
genus,Lepidilema,1,0
genus,Lepidochrysops,137,38
genus,Lepidodes,3,0
genus,Lepidogma,18,3
genus,Lepidojulia,1,0
genus,Lepidolacipa,1,0
genus,Lepidolutzia,1,0
genus,Lepidomys,12,1
genus,Lepidoneura,3,0
genus,Lepidopalpus,1,0
genus,Lepidoplaga,2,0
genus,Lepidopyrga,1,0
genus,Lepidorytis,1,0
genus,Lepidotarphius,1,0
genus,Lepidozancla,1,0
genus,Lepidozikania,2,0
genus,Lepidunca,1,0
genus,Lepipaschia,2,0
genus,Lepocnemis,2,0
genus,Lepricornis,12,0
genus,Leptalina,1,0
genus,Leptamma,1,0
genus,Leptarctia,2,0
genus,Leptepilepta,1,0
genus,Lepteronia,2,0
genus,Lepteucosma,12,0
genus,Leptidea,27,1
genus,Leptobelistis,2,0
genus,Leptochroptila,1,0
genus,Leptoclanis,1,1
genus,Leptocneria,2,0
genus,Leptocolpia,5,0
genus,Leptoctenopsis,13,0
genus,Leptogeneia,1,0
genus,Leptomiza,8,1
genus,Leptomyrina,4,1
genus,Leptonoma,1,0
genus,Leptophobia,4,0
genus,Leptoses,1,0
genus,Leptosia,26,7
genus,Leptosophista,1,0
genus,Leptostales,67,3
genus,Leptosteges,1,0
genus,Leptostegna,3,0
genus,Leptotes,40,9
genus,Leptozancla,1,0
genus,Leptozestis,35,1
genus,Leptozygaena,1,1
genus,Lepyrotica,7,0
genus,Lerema,11,2
genus,Lerodea,19,1
genus,Lerodes,6,0
genus,Lesmone,7,1
genus,Letaba,1,0
genus,Letchenodes,1,0
genus,Lethata,28,0
genus,Lethe,121,17
genus,Letis,193,5
genus,Leto,1,1
genus,Letoa,1,0
genus,Leucaloa,1,0
genus,Leucanella,41,9
genus,Leucanimorpha,2,0
genus,Leucaniodes,1,0
genus,Leucanopsis,131,0
genus,Leucanthiza,3,3
genus,Leucantigius,1,1
genus,Leucargyra,2,0
genus,Leucatomis,6,0
genus,Leucesthes,1,0
genus,Leuciacria,1,0
genus,Leucinodes,20,1
genus,Leuciris,8,0
genus,Leucoblepsis,6,0
genus,Leucobrephos,5,1
genus,Leucochesias,3,0
genus,Leucochimona,13,0
genus,Leucochitonea,3,0
genus,Leucochroma,8,0
genus,Leucochromodes,1,0
genus,Leucoctenorrhoe,1,0
genus,Leucodonta,2,0
genus,Leucogonia,138,0
genus,Leucogoniella,3,0
genus,Leucogramma,251,0
genus,Leucoides,1,0
genus,Leucolithodes,6,0
genus,Leucoma,36,0
genus,Leucomelas,1,0
genus,Leucomele,1,0
genus,Leucomicra,2,0
genus,Leucomonia,1,0
genus,Leuconotha,3,0
genus,Leuconycta,3,2
genus,Leucopardus,1,0
genus,Leucoperina,2,0
genus,Leucophanera,1,0
genus,Leucophasma,2,0
genus,Leucophlebia,9,2
genus,Leucophobetron,3,1
genus,Leucophotis,1,0
genus,Leucophylla,1,0
genus,Leucoplema,2,0
genus,Leucoptera,83,39
genus,Leucopteryx,3,0
genus,Leucorhodia,1,0
genus,Leucostrophus,2,1
genus,Leucotela,2,0
genus,Leucotelia,1,0
genus,Leucotenes,1,0
genus,Leucovis,2,0
genus,Leucoxena,1,0
genus,Leucula,20,1
genus,Leuculodes,2,0
genus,Leuculopsis,11,0
genus,Leurogyia,1,0
genus,Leuronoma,10,0
genus,Leuroperna,2,1
genus,Levarchama,3,0
genus,Leviantenna,1,0
genus,Levina,1,0
genus,Levipalpus,1,0
genus,Levuana,1,1
genus,Lexis,2,0
genus,Lhommeia,7,1
genus,Libido,4,0
genus,Libra,3,0
genus,Librita,3,0
genus,Libuna,1,0
genus,Libyphaenis,1,0
genus,Libystica,6,1
genus,Libythea,250,4
genus,Libytheana,9,1
genus,Libythina,1,0
genus,Licha,1,0
genus,Lichenaula,32,0
genus,Lichenopteryx,2,0
genus,Lichenotinea,2,0
genus,Lichnoptera,10,0
genus,Licigena,1,0
genus,Lieinix,8,0
genus,Ligdia,8,2
genus,Ligidia,1,0
genus,Lignicida,2,0
genus,Lignyoptera,2,0
genus,Likoma,2,1
genus,Limacocera,3,0
genus,Limacochara,1,0
genus,Limacolasia,2,0
genus,Limacontia,1,0
genus,Limacorina,1,0
genus,Limacosilla,1,1
genus,Limantricodes,1,0
genus,Limbatochlamys,3,0
genus,Limbobotys,3,0
genus,Limenarchis,2,0
genus,Limeria,1,0
genus,Limeulia,1,0
genus,Limnaecia,134,7
genus,Lincicochylis,1,0
genus,Lindra,7,0
genus,Lineodes,28,5
genus,Lineopalpa,4,0
genus,Linka,1,0
genus,Linoclostis,3,0
genus,Linosta,6,0
genus,Lintneria,21,0
genus,Liobba,1,0
genus,Liocrops,5,0
genus,Liodesina,2,0
genus,Liometopa,1,0
genus,Liopasia,17,0
genus,Lioprosopa,13,1
genus,Lioptilodes,11,1
genus,Liopycnas,1,0
genus,Lipararchis,3,0
genus,Liparistis,2,0
genus,Liparolasia,1,0
genus,Liparopsis,4,0
genus,Lipatephia,1,0
genus,Liphyra,6,2
genus,Lipocosma,28,1
genus,Lipocosmodes,1,0
genus,Lipographis,4,0
genus,Lipogya,4,0
genus,Lipomerinx,1,0
genus,Lipotaxia,6,0
genus,Lipsotelus,7,0
genus,Liptena,96,3
genus,Liptenara,4,0
genus,Lissoblemma,2,0
genus,Lissocarena,1,0
genus,Lissocharis,1,0
genus,Lissochlora,45,0
genus,Lissochroa,1,0
genus,Lissocnemitis,1,0
genus,Lissomma,3,0
genus,Lissophanes,1,0
genus,Lissoplaga,1,0
genus,Lista,6,1
genus,Litaneutis,1,0
genus,Lithacodes,4,1
genus,Lithariapteryx,3,3
genus,Lithilaria,5,0
genus,Lithoprocris,4,0
genus,Lithopsaestis,1,0
genus,Lithosarctia,1,0
genus,Lithosiopsis,1,0
genus,Lithosiopsis_auctorum,1,0
genus,Lithostege,57,1
genus,Lithotactis,1,0
genus,Litobrenthia,3,1
genus,Litocala,1,1
genus,Litodonta,8,0
genus,Litoprosopus,8,2
genus,Litosphingia,2,0
genus,Litotenes,1,0
genus,Lixodessa,5,0
genus,Llampidken,1,0
genus,Lobesia,108,28
genus,Lobesiodes,2,0
genus,Lobidiopteryx,9,0
genus,Lobobunaea,17,4
genus,Lobocheilos,2,0
genus,Lobocla,13,1
genus,Lobocleta,54,1
genus,Lobocraspeda,3,0
genus,Lobogenesis,11,0
genus,Lobogonia,7,0
genus,Lobogonodes,3,0
genus,Lobophora,7,5
genus,Lobophorodes,2,0
genus,Lobophyllodes,1,0
genus,Lobopola,3,0
genus,Loboptila,2,0
genus,Loboschiza,4,1
genus,Lobotorna,1,0
genus,Lobus,1,1
genus,Locastra,5,1
genus,Locha,6,0
genus,Locharcha,1,0
genus,Locharna,4,0
genus,Loepa,46,3
genus,Logania,36,3
genus,Logisis,1,0
genus,Lomadonta,9,0
genus,Lomaspilis,5,2
genus,Lomocyma,1,0
genus,Lomographa,74,9
genus,Lonchotura,3,0
genus,Longalatedes,2,0
genus,Longicella,3,0
genus,Longiductus,6,0
genus,Lonomia,26,2
genus,Lophaeola,1,0
genus,Lopharcha,21,3
genus,Lopharthrum,1,0
genus,Lophiophora,3,0
genus,Lophobates,2,0
genus,Lophobela,4,0
genus,Lophocalama,2,1
genus,Lophocampa,69,0
genus,Lophocera,3,0
genus,Lophocerynea,1,0
genus,Lophochorista,7,0
genus,Lophochorista_auctorum,1,0
genus,Lophocoleus,6,0
genus,Lophocorona,3,0
genus,Lophocosma,6,0
genus,Lophocrama,4,1
genus,Lophocryptis,1,0
genus,Lophodaxa,1,0
genus,Lophodelta,5,0
genus,Lophoditta,2,0
genus,Lophomilia,4,3
genus,Lophonotidia,1,0
genus,Lophonotina,1,0
genus,Lophonycta,1,0
genus,Lophopanilla,1,0
genus,Lophophelma,25,0
genus,Lophophleps,8,1
genus,Lophophora,4,0
genus,Lophopleura,4,0
genus,Lophopleuropsis,1,0
genus,Lophoprora,1,0
genus,Lophoptera,71,5
genus,Lophopygia,1,0
genus,Lophorache,2,0
genus,Lophorrhachia,12,0
genus,Lophoruza,8,1
genus,Lophosis,1,0
genus,Lophosoma,2,0
genus,Lophostethus,4,1
genus,Lophosticha,1,0
genus,Lophostola,5,2
genus,Lophotavia,3,1
genus,Lophothalaina,1,1
genus,Lophothoracia,2,0
genus,Lophothorax,1,0
genus,Lophothripa,1,1
genus,Lophotidia,2,0
genus,Lophotoma,2,0
genus,Lophotosoma,1,0
genus,Lophozancla,2,0
genus,Lophuda,1,0
genus,Loranthacydia,5,0
genus,Lorita,3,2
genus,Loryma,5,0
genus,Lorymana,1,0
genus,Lorymodes,4,0
genus,Lotongus,9,1
genus,Louisproutia,1,0
genus,Loweia,28,0
genus,Loweria,10,0
genus,Loxaspilates,19,0
genus,Loxerebia,12,0
genus,Loxioda,9,0
genus,Loxioda_auctorum,1,0
genus,Loxiorhiza,1,0
genus,Loxmaionia,1,0
genus,Loxocrambus,4,0
genus,Loxofidonia,10,1
genus,Loxolomia,2,0
genus,Loxomima,1,0
genus,Loxomiza,1,0
genus,Loxomorpha,2,1
genus,Loxoneptera,2,0
genus,Loxophantis,2,0
genus,Loxophlebia,45,0
genus,Loxorhombia,1,0
genus,Loxostege,123,6
genus,Loxostegopsis,2,0
genus,Loxotephria,4,0
genus,Loxotoma,53,0
genus,Loxotrochis,1,0
genus,Loxozona,2,0
genus,Loxura,23,2
genus,Lozotaenia,17,2
genus,Lozotaeniodes,3,1
genus,Luashia,1,0
genus,Luberta,1,0
genus,Lucasidia,1,0
genus,Luceria,19,0
genus,Luceriola,2,0
genus,Lucia,9,1
genus,Lucida,8,0
genus,Lucillella,2,0
genus,Lucinia,5,1
genus,Lucyna,1,0
genus,Ludens,1,0
genus,Ludia,21,5
genus,Luffia,4,1
genus,Lulavia,1,0
genus,Luma,14,0
genus,Lumaria,9,0
genus,Lumenia,1,0
genus,Lurama,2,0
genus,Luthrodes,8,1
genus,Lutilabria,2,0
genus,Lutogonia,1,0
genus,Lutzugia,1,0
genus,Luxiaria,43,1
genus,Lycaeides,93,3
genus,Lycaena,458,17
genus,Lycaenites,1,0
genus,Lycaenopsis,51,0
genus,Lycas,3,2
genus,Lycaugesia,65,0
genus,Lycaugidia,1,0
genus,Lychnographa,2,0
genus,Lychnosea,4,0
genus,Lychnuchoides,9,0
genus,Lycia,35,8
genus,Lycimna,52,0
genus,Lyclene,35,0
genus,Lycomorphodes,21,0
genus,Lycorea,29,2
genus,Lydontopa,1,0
genus,Lyelliana,2,0
genus,Lygniodes,10,0
genus,Lygropia,75,1
genus,Lymantria,163,0
genus,Lymantriades,32,0
genus,Lymantriopsis,1,0
genus,Lymnas,62,0
genus,Lymphia,1,0
genus,Lyncestis,9,1
genus,Lyndia,1,0
genus,Lyonetia,52,17
genus,Lypothora,2,0
genus,Lypotigris,1,0
genus,Lyropteryx,11,0
genus,Lysandra,114,5
genus,Lysimelia,7,0
genus,Lysipatha,2,0
genus,Lysiphragma,5,0
genus,Lysitona,1,0
genus,Lyssa,16,3
genus,Lythria,5,1
genus,Lytrosis,4,1
genus,Maassenia,3,0
genus,Mabilleodes,2,0
genus,Mabra,12,3
genus,Macaduma,34,0
genus,Macaldenia,1,0
genus,Macalla,99,2
genus,Macarangela,3,1
genus,Macaretaera,1,0
genus,Macaria,189,1
genus,Macarostola,6,3
genus,Macasinia,3,0
genus,Maceda,7,1
genus,Macella,4,0
genus,Macellopis,2,1
genus,Macessoga,3,0
genus,Machadoia,1,0
genus,Machaeraptenus,3,0
genus,Machaerocrates,1,0
genus,Machaeropalpus,1,0
genus,Machaeropteris,24,0
genus,Machlotica,3,0
genus,Macna,13,0
genus,Macotasa,3,0
genus,Macracaena,1,0
genus,Macraesthetica,1,0
genus,Macrauzata,5,1
genus,Macrenches,2,1
genus,Macreupoca,2,0
genus,Macristis,3,0
genus,Macrobarasa,2,0
genus,Macrobathra,118,0
genus,Macrobela,1,0
genus,Macrobrochis,5,0
genus,Macrocalcara,5,0
genus,Macrochilo,13,4
genus,Macrochlidia,2,0
genus,Macrocilix,7,2
genus,Macrocirca,1,0
genus,Macrocorystis,1,1
genus,Macrocossus,4,0
genus,Macrodes,2,0
genus,Macroglossum,117,12
genus,Macrogonia,2,0
genus,Macrohastina,3,0
genus,Macrolyrcea,1,0
genus,Macrophycis,1,0
genus,Macropitthea,2,0
genus,Macroplectra,24,2
genus,Macroplectrina,7,0
genus,Macropoliana,5,1
genus,Macroprota,1,0
genus,Macroptila,9,0
genus,Macropyralis,1,0
genus,Macrorrhinia,4,0
genus,Macrosaristis,1,0
genus,Macrosemyra,9,0
genus,Macrosoma,33,5
genus,Macrostylodes,1,0
genus,Macrotes,3,0
genus,Macrothyatira,12,0
genus,Macrothylacia,2,0
genus,Macrothyma,1,0
genus,Macrotinactis,1,0
genus,Macrovalva,1,0
genus,Maculinea,85,6
genus,Maculonaclia,29,0
genus,Macusia,1,0
genus,Madaprocris,2,0
genus,Madathisanotia,1,0
genus,Madiama,1,0
genus,Madoryx,7,2
genus,Maeandrogonaria,3,0
genus,Maesara,1,0
genus,Mafana,2,0
genus,Magiria,1,0
genus,Magiriamorpha,1,0
genus,Magiriopsis,1,0
genus,Magnastigma,8,0
genus,Magonympha,1,0
genus,Magorrhabda,1,0
genus,Magos,1,0
genus,Maguda,8,0
genus,Mahanta,2,0
genus,Mahathala,9,1
genus,Mahoba,1,0
genus,Mahommedella,1,0
genus,Maikona,2,0
genus,Makaia,1,0
genus,Makapta,2,0
genus,Makivora,1,1
genus,Makrania,1,0
genus,Malaciotis,1,0
genus,Malacodea,1,1
genus,Malacognostis,1,0
genus,Malacostola,6,0
genus,Malageudonia,2,0
genus,Malagonia,2,0
genus,Malamblia,2,0
genus,Malatrogia,1,0
genus,Malaza,3,0
genus,Malgachinsula,3,0
genus,Malgasochilo,1,0
genus,Malgassica,2,0
genus,Malgassoclanis,2,0
genus,Malgassorhoe,1,0
genus,Malgassothisa,1,0
genus,Maliangia,1,0
genus,Maliarpha,6,1
genus,Malleco,1,0
genus,Malleria,1,0
genus,Mallocampa,11,1
genus,Mallocephala,2,0
genus,Mallomus,54,0
genus,Maltagorea,15,0
genus,Malthaca,39,0
genus,Mambara,10,1
genus,Mambarilla,3,2
genus,Mamerthes,10,0
genus,Mamestra,9,3
genus,Mampava,2,2
genus,Manbuta,29,0
genus,Mandoto,1,0
genus,Manduca,93,13
genus,Maneca,2,0
genus,Manerebia,6,0
genus,Maniola,41,1
genus,Mannina,1,0
genus,Manoba,43,0
genus,Manoneura,2,1
genus,Manonida,1,0
genus,Manto,4,0
genus,Mantoides,2,0
genus,Mantua,1,1
genus,Maoricrambus,1,0
genus,Maoritenes,2,0
genus,Mapeta,4,0
genus,Mapsidius,5,5
genus,Maracayia,1,1
genus,Marapana,4,0
genus,Marasmarcha,23,3
genus,Marasmianympha,1,0
genus,Marathyssa,9,0
genus,Marbla,3,0
genus,Marblepsis,21,0
genus,Marca,4,2
genus,Marcelina,1,0
genus,Marcillada,1,0
genus,Marcipa,75,4
genus,Marcipalina,23,0
genus,Marcipopsis,9,0
genus,Marcodava,1,0
genus,Mardara,3,0
genus,Mardinia,1,0
genus,Marecidia,1,0
genus,Mareda,1,0
genus,Marela,3,0
genus,Mareura,1,0
genus,Margana,1,0
genus,Margaretania,1,0
genus,Margarochroma,1,0
genus,Margarosticha,13,0
genus,Margitesia,1,0
genus,Margiza,2,0
genus,Mariaba,2,0
genus,Maricopa,4,0
genus,Marimatha,15,0
genus,Marionana,3,0
genus,Marionodes,1,0
genus,Marisba,1,0
genus,Marmaroplegma,3,0
genus,Marmaroxena,1,0
genus,Marmax,10,0
genus,Marmonna,3,0
genus,Marmorata,3,0
genus,Marobia,3,0
genus,Maroga,4,0
genus,Marojala,3,0
genus,Maronia,28,0
genus,Maronis,1,0
genus,Marplena,1,0
genus,Marsipiophora,1,0
genus,Marsuplectra,1,0
genus,Martia,1,0
genus,Martindoelloia,2,0
genus,Martiniodes,1,0
genus,Martynea,1,0
genus,Maruca,4,2
genus,Marumba,34,5
genus,Marwitzia,1,0
genus,Marylinka,1,0
genus,Marzigetta,2,0
genus,Masca,1,0
genus,Mascelia,1,0
genus,Maschalandra,1,0
genus,Masoandro,1,0
genus,Masoga,4,0
genus,Masonia,4,0
genus,Massaga,7,0
genus,Massala,8,0
genus,Massepha,16,1
genus,Masthala,1,0
genus,Mastigia,1,0
genus,Mastignatha,2,0
genus,Mastigophorus,6,0
genus,Mastixis,24,0
genus,Mastor,28,0
genus,Matapa,6,3
genus,Mathoris,5,2
genus,Matigramma,10,0
genus,Matratinea,1,0
genus,Matronula,1,0
genus,Matsumuraeses,15,9
